page,page-href,title,review_text,stars
"12","https://www.trustpilot.com/review/www.rebtel.com?page=12","Misleading.. be aware","They say they are honest and all the good adjectives but what they dont say is they will increase your tariff after a month and that £7 does not include VAT charges.. I was a customer for last 6 months and was paying £11.80/month and saw their ad saying £7.. questioned them about why they misleading according to what I was paying but was coming up will all excuses in the world like you they dont include VAT because it depends where you buying the credit from, in every country VAT does not apply etc etc...............BE AWARE","star-rating count-1 size-medium clearfix"
"58","https://www.trustpilot.com/review/www.rebtel.com?page=58","Reliable calling and prompt service, when needed","Great connections to Cuba and frequent specials and discounts to repeat clients.","star-rating count-4 size-medium clearfix"
"90","https://www.trustpilot.com/review/www.rebtel.com?page=90","Excellent","A very easy means of communication. But if you can make the rates slightly cheaper, it would definitely be wonderful.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=61","Not bad could be better though","Bad reception most times","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=45","business is about honestly, don't think you're honest.","Why would you not let the customer dedecide when he wants auto recharge, instead your technical support set it up in a way that forces the customer to recharge when he is not ready.","star-rating count-2 size-medium clearfix"
"8","https://www.trustpilot.com/review/www.rebtel.com?page=8","Horrible Customer Service","Service is good, but Customer Service is horrible. They will send you promos and say you get extra airtime for refilling, but the extra airtime is never added. You have to contact customer service and they add it 3 or 4 days later. Unacceptable.

Edit: Ticket number is #1153273

Edit 2: Refill was made on April 17th, bonus credit was never added on the refill day. I contacted support and they did not respond. They only responded after I asked them to cancel my order and refund my $10. They did not even acknowledge that I asked them to cancel the order and pretended I never asked and just sent me a message like everything was ok ignoring the questions I was asking them.

Edit 3: Please do not say they responded as soon as I contacted them. They did not. They took their time. I had to threaten to cancel my order for them to respond.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=93","I like it even sometimes the call disconnects itself and I don't understand why","I think  this is one of the best services to make international call","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=109","to reduce more,the charges","good performance","star-rating count-4 size-medium clearfix"
"100","https://www.trustpilot.com/review/www.rebtel.com?page=100","Comparatively excellent service but not cost effective.","REBTEL renders an excellent service, but the reason why I did not rate them 5-star is that, most of their rates are not cost effective. Other competitors are offering much more reasonably lower rates with the same type of services. The reason why I am still hooked to REBTEL is that, I don't want to share my credit card information with so many guys up there. At least REBTEL have been faithful to me, so I would want to continue with them rather than changing services at random. All I want to say is that, they should look at the market trend and bring to their customers services/rates that they deserve.","star-rating count-4 size-medium clearfix"
"114","https://www.trustpilot.com/review/www.rebtel.com?page=114","best service for me","to call anywhere in the world with good quality voice and cheaper price rebtel stands out first.
however there must be some more enhancements for account security","star-rating count-4 size-medium clearfix"
"56","https://www.trustpilot.com/review/www.rebtel.com?page=56","Ok service, but sometimes calls don't go through which is frustrating","Ok service in terms of price, but sometimes or i should say about 50% calls don't go through which is frustrating. Receiver never receives the call made by me from US. Cheap pricing but you get what you pay for. I would move on to good service by paying little extra. Most calls don't go through !! Be careful","star-rating count-3 size-medium clearfix"
"110","https://www.trustpilot.com/review/www.rebtel.com?page=110","Great quality, high price","The service offers one of the best call quality from all the different ones I tried and it's also very reliable (no call drops, connection goes throguht very fast). The price per minute however is not the most competitive.","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=35","Rebtel offers very convenient opportunity for communication baring some intermittent interference due to strnegth of network","I have been using Rebtel since 2010 when I first visited the USA.  I was in Boston Massachusetts for one year 2010 to 2011. Rebtel offered me a very convenient opportunity to communicate with family in Nigeria and elsewhere.  The practice of converting international numbers to local numbers made life really easy. Another point is the ability to recharge without breaking your discussion.  I have since recommended it for my wife.  In 2014 when my wife and I were in Texas we used Rebtel for the 5 months period of our stay.  Noe my wife is back to Massachusetts I made sure she continued with Rebtel.  i was pleasantly surprised that I can now use it in Congo and I have since registered and I am using it to call Nigeria.  Rebtel is convenient and affordable","star-rating count-4 size-medium clearfix"
"26","https://www.trustpilot.com/review/www.rebtel.com?page=26","🎩 of you","One of the best quality service provider which is I haven't seen before,  I would appreciate  to all of out there behind the hard work","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=109","Good quality, but app can be improved","I am satisfied with the service. The droid app is also nice but can be improved by adding Contact numbers, and direct calling options. Also resorting ability of assigned phone numbers would be handy.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=9","No more of my money to Rebtel - £19.22 credit but 0 minutes!","Been a Rebtel customer for years, I live in the UK. Today I called my mother in Nigeria fine using my Rebtel credits. When I ended the call the app said I had zero minutes left, which I ignored as I knew I was in credit. Then I tried calling my father (who just had two operations) and the call refused to go through, I got a message saying I needed to add credits. But I logged into my account and had £19.22 in credit. Are you kidding me!!! 

Only way to contact Rebtel is via pop-up msg on their website, nothing on their website to say if there is a systems issue or not. If this isn't sorted pronto I will ask PayPal to get my money back. Regardless I'm done with Rebtel - for international calls I need a reliable provider.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=45","Epileptic Network Connectivity issues","Rebtel is great when connections go through with clear line and competitive charge rate. However, sometimes there are problems with connections and clarify of the line.","star-rating count-3 size-medium clearfix"
"78","https://www.trustpilot.com/review/www.rebtel.com?page=78","Good service but very dishonest","I have been a rebtel customer for more than 6 years, very please with the service, but today I just realise they increase rate when other are trying to reduce their with better quality. I regret that I will not be using this service anymore because it was very convineant for me.. how can you do that Rebtel? I thought this companie was because better than this. I call Cameroon almost everyday. and to jack up the price from 18c to 27c, that's too much.

Bye Rebtel, good luck.
A very frustrated customer.","star-rating count-1 size-medium clearfix"
"112","https://www.trustpilot.com/review/www.rebtel.com?page=112","excellent","I love the fact that I don't have to dial the pin number it very good to me I love it good job","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=59","good calling experience","No call drops, no hassle and clean calling experience. Could have been little cheaper though!","star-rating count-4 size-medium clearfix"
"68","https://www.trustpilot.com/review/www.rebtel.com?page=68","SIMPLY THE BEST PLANS","the plan is so good I am very happy with it . Will recommed to all my friends. Hope you continue to do the good work","star-rating count-5 size-medium clearfix"
"14","https://www.trustpilot.com/review/www.rebtel.com?page=14","Great and easy to use","Keep up the good work calling is easy","star-rating count-5 size-medium clearfix"
"36","https://www.trustpilot.com/review/www.rebtel.com?page=36","No support, no refund.","Upon hearing of a death in our family oversea, I went to Rebtel and purchased 100 minutes so can reach out to some of my families. My first purchase attempt was processed successfully according to their site but I didn't get the usual email confirmation nor did my iOS app reflected the minutes I've acquired. Went on and proceeded purchasing the same amount of minutes again. Transaction went successfully and again no updates. Meanwhile I noticed and debit card was debited for each occasion. 
I contacted Rebtel on Feb 5, 2016 16:42 via their form of support (email) and all I've gotten back was auto-reply with a case number. Since then I've updated that ticket every 24 hours and still no resolution.
This is the poorest form of customer support I ever had with any company. It's ironic that a phone service provider offers no sort of phone support to it's customers. 
P.S. I'm still awaiting for a reply, let alone a refund.
Fink in Florida

Here's my ticket # (#829463)","star-rating count-1 size-medium clearfix"
"82","https://www.trustpilot.com/review/www.rebtel.com?page=82","5 stars ... The best by far !!!!","Love the service !!","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=17","Voice quality on rebtel","Excellent voice quality and no call drops","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=45","Poor Customer support (Fast response from only wanda)","Banned myself and many of my friends by saying our usage is excessive while we subscribed for unlimited plan.How can i use more than unlimited. I hope they will review my case and will unlock me.
Update on 10-Dec: I appreciate your respond wanda but the reply from your team are null. It would be great if you can expedite my Request #760655 and unlock my account. Thanks in advance","star-rating count-2 size-medium clearfix"
"94","https://www.trustpilot.com/review/www.rebtel.com?page=94","Excellent","It is an excellent application","star-rating count-5 size-medium clearfix"
"110","https://www.trustpilot.com/review/www.rebtel.com?page=110","Awesome!","Since I moved to U.S., the only cheapest and clearest company I have dealt with is Rebtel. Thank you Rebtel, and thank you for the bonuses I have been gaining every time I tell friend about it!.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=89","Pratique,Simple, rapide, transparent et économique","Pratique,Simple, rapide, transparent et économique","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=41","GREAT","THE SERVICE IS VERY GOOD AND IT SAVE MY TIME.","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=95","make calls to nigeria cheaper","i have to say i enjoy your services,the ease and smooth pace,i appreciate.the only thing i will solicite for is that calls rates to nigeria should come cheaper than it is now,we will appreciate it.we love you guys.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=35","Texting gone","Good service but why remove the texting feature..","star-rating count-3 size-medium clearfix"
"3","https://www.trustpilot.com/review/www.rebtel.com?page=3","Highly not appreciable and you guys are loosing your customer","You guys gave me a 7£ plan for free calling to india which became 8.4£ including VAT.
On top of that, I couldn't find anywhere on the website that I will be charged 12p/min from my local Phone carrier. And FYI, my local Phone carrier charges 1p/min to the same international number. So effectively I am paying 11p/min extra let alone the 8.4£ charged.
I subscribed the Plan, talked for a minute and came to know about the charge incurred so I asked for a refund as it was not what I was looking for and you guys tell me that due to limitations of your policies you cannot refund the money?
Seriously you call it a Free calling App?","star-rating count-1 size-medium clearfix"
"88","https://www.trustpilot.com/review/www.rebtel.com?page=88","The best of its kind in terms of service delivery and competitive pricing","Great service delivery at competitive pricing. With improved technology I believe the price may further reduce and make room for vedio calls","star-rating count-4 size-medium clearfix"
"40","https://www.trustpilot.com/review/www.rebtel.com?page=40","Unacceptable response on queries & Unlimited plans are real cheating","Unacceptable response on queries & Unlimited plans are real cheating.
I have been using Rebtel India Unlimited Plans. I have my mom number as Local number so I use to call her a lot. But from last week I was not able to call her stating ""You have crossed the monthly unique number you can call""
I tried to reach customer (Worst thing they can be contacted only by email). My questions like 
1. When my monthly billing cycle starts and ends? - No response for this question after 4 emails
2. What is the Unique limit for calling? No response for this question after 4 emails
3. Why it is not quoted in anywhere? No response for this as well.

Only Response I got twice
""You have exceeded the limit of unique phone numbers you can call this month. Please note that Rebtel's unlimited calling plans are meant for private, non-commercial purposes only. You may still call the numbers you have called up until now.""

Worst and frustrating response.","star-rating count-1 size-medium clearfix"
"104","https://www.trustpilot.com/review/www.rebtel.com?page=104","Great service, great value","Quick and easy to use. Very useful when you have friends / family abroad.
Also good value and very easy to top up.","star-rating count-5 size-medium clearfix"
"40","https://www.trustpilot.com/review/www.rebtel.com?page=40","Excellent product","I use Rebtel to call family and friends in England (from US). I wish I knew about it years ago instead of spending so much with traditional phone company. It's fantastic! I highly recommend it.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=97","relatively cheap calls with good voice clarity","rebtel provides  a cheaper alternative to traditional calls but it is still expensive compared to evolving voip call facilities. it also stands out in its clarity .","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=115","Wonderful!!","Been using for about 3 weeks now and so far no dropped calls, clear reception, cheap enough rates and I love the local access number instead of dialing all those numbers and listening to advertisements!  Will continue to use!","star-rating count-5 size-medium clearfix"
"84","https://www.trustpilot.com/review/www.rebtel.com?page=84","good","good!!!!!!!","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=95","you really have a bad faith!!! Liar!!!","You told me to share rebtel and get $10 free credit! At least 5 of my friends register the rebtel account with my referral code and make their payments, but I did not get free credit!!!","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=115","Can't sent message since Adnroid update","Since the new update for Android I can't send international messages. The rebtel app puts in my country code before the number that I'm sending the SMS. There is no way round it because it doesn't give the opportunity to edit the number. Just an error message that the SMS can't be sent to that country (I'm sending to the UK). I've been in touch with Rebtel almost 1 1/2 weeks ago, and I've had no reply from them. Not happy with the new update and not happy with the customer service.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=83","i love it!","i was looking around for almost a whole week trying to decide which calling card to buy to make international calls when my friend suggested rebtel. it is unbelievably cheap, the connection is just amazing and the customer service is great! they are very prompt and extremely helpful. i have not experienced even a single glitch so far. i would highly recommend rebtel to anyone looking to make cheap, high quality international calls.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=15","Reliable","Rebtel is a reliable app, very good quality","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=69","great","i like it very much and recommend to all my friends. your rates and quality are fantastic.","star-rating count-5 size-medium clearfix"
"104","https://www.trustpilot.com/review/www.rebtel.com?page=104","My impression","I have been using your services for quite sometime. I am very very impressed by your customer services. The man in charge is just a good person. Very attentive to clients. I have befinited from his kindness. He is called  Mr Niclas Lindroth. My problem is that when I called from Italy to Cameroon, it is quite expensive. But when I read the publicity at Cam.be, it says calls to Cameroon are very cheap. Then I am very dissapointed. But calling to Kenya is quite good. But personally I prefer calling to Cameroon. Thanks ! Hope you rectify the calling rate to Cameroon from Italy.
Sincerely,
Your client","star-rating count-3 size-medium clearfix"
"50","https://www.trustpilot.com/review/www.rebtel.com?page=50","most of the time stopped by itself in 1 or 2 mts","many times I can not hear other side","star-rating count-2 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=27","Worst customer service ever","I usually go for subscription renewal through Thor automated system, I never had to explicitly choose that I need unlimited india calling, I did that once in October or November manually, since then every month it's their automated system which renews the same plan, but after they revamped their site the automated system chose world credits instead of unlimited plan. I contacted customer service it's never ending conversation, there is no way to call them everything is through email and for every email they'll take 2 days to reply. When I reported this they said it was my fault. If it was my fault why would I contact them in the first place. If there was an option to give zero rating I would have given zero for their customer service.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=37","worst customer service","My Rebtel isn't working, phone number  this isn't the first time. I also have money in my account if the problem continues I want my money back Worst thing is that anytime I've reached out regarding my account they've never fixed the issue. At this point I just want the balance in my account refunded back to me","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=69","The rate is too high for ethiopia","The only matter in the service of long distance call is the quality and rate. I have used so many long distance phone card and i didnt like the quality and their system of how they charge. But i have used reptel for about morethan two years. reptel at the beginning when i start using is very good quality and rate. The rate was 0.15/min to erhiopia. Then went up to 0.18/min then now 0.27/min. That is what happened to reptel and i didnt like the fact it went up high like this. Thats why i rate it like this. The quality is okey.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=21","Voice clarity is excellent","The call connects without any issues, call qulaity is excellent, recenlty they have improved the customer service a lot even though you dont have a customer care number but the email service is pretty fast you normal get the reply back in a day.

Only drawback I find was having multiple apps on two different phones with same number has issues which is possible with other services like TWC.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=41","Rebtel cannot be reached. No customer service representative to help answer users question","Compared to other services out there Rebtel is too expensive. In 2016, I may discontinue the of rebtel.","star-rating count-1 size-medium clearfix"
"20","https://www.trustpilot.com/review/www.rebtel.com?page=20","Your account has been restricted - they restricted my private account, my account for business calls and several of my friends (I recomended Rebtel to them) also","My complaint is regarding Rebtel VOIP provider.

Rebtel is a VOIP provider (they provide affordable calls to international numbers) with local access numbers.

First you register (with your own telephone number from your country) for their service, buy a minimal credit of 5€ + EU tax, and then you enter an international number you wish to call, and Rebtel gives you an local number. When you call this local number that Rebtel gave you (you can only call it from your own number that you register with), Rebtel will connect you with an international number you wish to call.

Like I said, first you need to register (enter it to Rebtel system via web interface) your own number (from wich you will be calling) and also that international number that you wish to call.

Everything went well and everything was O.K. for first 100 minutes, which they charged me per minute at their calling rate price. Then Rebtel start to make this harassments and demands to tell them what is this number that I am calling (it was just one Estonian mobile number), to whom this number belongs, and why am I calling just and only this number (?!).

Also they suspended my account (I can not make calls anymore, although I still have valid balance, and I paid for this service upfront), telling me that it is for my own protection. I do not understand why, as I registered all numbers in their system, and I paid for this service, therefor, I should call whoever I want. But Rebtel thinks that I should explain to them why am I calling this number, and who is the owner of this Estonian mobile number that I was calling! Outrageous!

Also, I recomended several of my friends (because until now I was really satisfied with the quality of their service and price), and one of them got suspended also!

When they suspend you, you got an automatic e-mail telling you that you are suspended, and you can not login, or make new calls even if you have balance and you paid for this service upfront. You have to write them and ask why they suspended you and why you can not use this service that you paid for, then you have to wait for their answer, and then this harrassment started.

I believe that I did not done anything wrong, I registered and paid for this service, I was calling Estonian mobile number and they charged me per minute at their calling rate price. But, as I said, after 100 minutes they suspended my account and started to harassment me with these questions and asked me to provide them with some informations that was not their concern.

I paid for the service, they charged me, and therefore, I should call whoever I want, even this is one Estonian number, without explaining myself to anyone. I did not done anything wrong. But no, they suspended my account and they started to harassment me.

My friend has also the same problem. We selected Rebtel as they have the most affordable calling rates for Estonia, and they provided you with local number to call. So it was really affordable, and I would (and I did!) recommended Rebtel to anyone, but then this started.

So I writting this complaint to let everyone know what did Rebtel done and what can you expect from Rebtel.","star-rating count-2 size-medium clearfix"
"3","https://www.trustpilot.com/review/www.rebtel.com?page=3","Been emailing rebtel for 2days now has …","Been emailing rebtel for 2days now has I have not be able to make any calls even though I bought new credit two days ago, still no reply from rebtel. Rebtel deserves no star as their customer service resolution is appalling, how can my payment be accepted but still not able to utilize my credit.","star-rating count-1 size-medium clearfix"
"32","https://www.trustpilot.com/review/www.rebtel.com?page=32","Call limitation unacceptable!!!","ther should NEVER be a limit to how much one can make. It really stupid that as a business woman I make call like crazy everyday, with with this I have to wait for 1-3 days beofe I can recharge my credit to make calls again because I've reached my CALL LIMIT... what nonsense!!! Who have time for that. Am definitely going to deactivate and keep my business with Skype. It still the best out there. At least there is no limitations on call with them which makes sense and life more easier than this Rebtel crap!","star-rating count-1 size-medium clearfix"
"106","https://www.trustpilot.com/review/www.rebtel.com?page=106","I recommend this company to anyone who wish to do business with them. the are good.","This company do give me what I expect from them . the are the best in international call, I like their service. thanks","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=73","Excellent cheap service to call India","Great service","star-rating count-5 size-medium clearfix"
"4","https://www.trustpilot.com/review/www.rebtel.com?page=4","I am using Rebtel in my old mobile …","I am using Rebtel in my old mobile phone and registered my Poland sim. I installed Rebtel in my new phone and using WIFI I was able to make calls . Now I am unable to call from Rebtel using my new phone(Without Sim)and my error message says that ""No sim or sim error) whereas I still able to call with my old(With sim) phone. Does a SIM mandatory for using Rebtel (WIFI connections)?","star-rating count-3 size-medium clearfix"
"52","https://www.trustpilot.com/review/www.rebtel.com?page=52","Fast and encouraging.","Clear ,cheaper ,reasonable and must say ,it's very good.","star-rating count-4 size-medium clearfix"
"92","https://www.trustpilot.com/review/www.rebtel.com?page=92","good","overall good service","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=65","Minute","Increase minutes of $10 to Nigeria up to 500 minutes","star-rating count-2 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=13","Big Lie.. Big Cheat..","Honestly I never had such a haunting experience with any service provider. I was told about Rebtel by my friend and I googled Rebtel Website. The welcome page says Unlimited Calls to India and Try One week free. I created an account on Nov 8th 2:25 PM hence I was eligible under free trial until Nov 15th. I decided to continue hence a payment of $10 was deducted from my card on 15th November. I made numerous calls from November 8th till yesterday to India but got a shock of my life when T-Mobile Service Provider sent me a hefty bill for all those calls. They told all those calls were made using their Network Towers. I emailed Rebtel Immediately since deliberately there is no customer care number given to call. Another shock I got when a customer care Representative told me that my free trial was expired on same day of activation i.e November 8th and it is reactivated on Nov 15 so now you can make calls. I told about my whole experience and the way he replied was very insensitive and unprofessional. If such is the start experience how can I trust you guys further if me or any of my known person want to use your services?

Anish Purushothaman","star-rating count-1 size-medium clearfix"
"76","https://www.trustpilot.com/review/www.rebtel.com?page=76","Cheap, but with some disadvantages","Rebtel is apparently an over the Internet phone service. It is cheaper than most  phone card schemes, and reduces the number of digits one must dial from 30 to 10. However, the sound quality is not always as good as it should be, and calls are often just dropped for no apparent reason, followed by redialing that does not reconnect the call. T reconnect, I must hang up and redial again. All the Rebtel calls I have made have been to a cellphone in the Dominican Republic.  Sound quality is also occasionally terrible when using calling cards to the same country from the US.","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=79","hitch free phone calls to overseas","i have had no difficulty using  this system.","star-rating count-4 size-medium clearfix"
"44","https://www.trustpilot.com/review/www.rebtel.com?page=44","Period of Intro Package","I just want to know how long the Intro Package lasts","star-rating count-5 size-medium clearfix"
"96","https://www.trustpilot.com/review/www.rebtel.com?page=96","Easy and reliable","Quality of call are excellent. Easy to set up and use. 
Victor","star-rating count-5 size-medium clearfix"
"7","https://www.trustpilot.com/review/www.rebtel.com?page=7","Excellent connections and sound quality …","Excellent connections and sound quality calling from my smartphone. I make phone calls overseas twice a week.","star-rating count-5 size-medium clearfix"
"46","https://www.trustpilot.com/review/www.rebtel.com?page=46","Excellent services","Very good services. Life cannot be better than using Rebtel to call Nigeria.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=107","This is and excellent website to make international call.","I did not know therw was a site that I can use to call my parents from Ghana. So a friend of mine told me about it and I truelly enjoied it. The only problem I have is how fast my minute run. If you can fix that part, then it will be very good and excellent.","star-rating count-4 size-medium clearfix"
"34","https://www.trustpilot.com/review/www.rebtel.com?page=34","Excellent cheap good quality calls","Only use a landline so can't comment on mobile app but very happy with ease and price of calls on landline","star-rating count-5 size-medium clearfix"
"40","https://www.trustpilot.com/review/www.rebtel.com?page=40","Cool","Very happy for Rebtel","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=73","I have had only great service from Rebtel.","Your rates are low and I am able to more and longer to friends overseas!","star-rating count-5 size-medium clearfix"
"90","https://www.trustpilot.com/review/www.rebtel.com?page=90","my minutes have been stolen","I put $10.00 dollars which should give me about 43 minutes of talk time to Haiti, but  I had a deceiving experience where Rebtel kept on shortening my time and constantly ask for more money.  i ended up talking for about 20 ish minutes and I had to recharge the card.","star-rating count-1 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=51","Keeping me connected with my love...","It's hard when your soulmate lives on the other side of the world, but Rebtel really helps us to communicate daily. Although we've seen in person, I look forward to the day that we will be spending the rest of our lives together.","star-rating count-4 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=83","Easy to use, cheap and I'm moving my directory to it.","It is easy and convenient to use as long as one has transferred a directory to it. It may be a little laborious transferring each number by number, but after one has the Rebtel number saved it is very easy to use either on a computer or the primary telephone handset. A method should be devised where Rebtel could be used from any telephone after punching an access number into the phone . It is cheap and ensures you can call all over the world when you want.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=19","I m happy with it. but i dont lnow why it is nt working without internet in my phn now. there is no option for call without internet now.","no call without internet or wifi","star-rating count-3 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=109","is good and quick to call family afar and friends home","yes am using it to speakmily  to friends and fa","star-rating count-4 size-medium clearfix"
"50","https://www.trustpilot.com/review/www.rebtel.com?page=50","Rebtel","rebtel is nice software I m taking only India so chip and pest..","star-rating count-5 size-medium clearfix"
"74","https://www.trustpilot.com/review/www.rebtel.com?page=74","Cheap and good.","My number one operator for Global's phone call.","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=23","Excellent Phone Service","This has saves me lots of  Dollars compares to AT & T, Sprint, Metro and likes on international calls.","star-rating count-5 size-medium clearfix"
"80","https://www.trustpilot.com/review/www.rebtel.com?page=80","I phone South Africa daily and couldn't wish for a better service","I find that the separate number that you're given by Rebtel works so perfectly as I just pop it into my mobile and I can phone anywhere at any time and for this reason I am in constant chats with my children that live in South Africa. The connection is ALWAYS great and the service is ALWAYS the best.  3 cheers to REBTEL","star-rating count-5 size-medium clearfix"
"62","https://www.trustpilot.com/review/www.rebtel.com?page=62","I am really happy with the service","I wanna invite my friends here without any doubt.","star-rating count-5 size-medium clearfix"
"86","https://www.trustpilot.com/review/www.rebtel.com?page=86","Your service is not so good quantity.","I allways waste my money with bad connection.","star-rating count-2 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=59","SATISFACTORY","I think Rebtel is ok. Could have lower rates for tge caribbean.  Why is nigeria so cheap? Preferred the old layout.","star-rating count-3 size-medium clearfix"
"4","https://www.trustpilot.com/review/www.rebtel.com?page=4","Hey how are u","Hey, how are you
I am using rebtel for the first time today and subscribe to Indian calling pack with $10 but unfortunately my call was disconnected after the duration of 1 hour and now the answering machine is speaking you dont have enough credit. Whats the matter? 

Thanks 
MUKUL","star-rating count-3 size-medium clearfix"
"104","https://www.trustpilot.com/review/www.rebtel.com?page=104","Rebtel is the best","I have worke with many telephone companies in California and Texas,but so far Rebtel is the best and I will definitely recommand it to my friends","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=73","Reliable","I will recommend it","star-rating count-5 size-medium clearfix"
"","https://www.trustpilot.com/review/www.rebtel.com?page=11","Call quality","Call quality - Average
Be Careful while you do the subscription... their website is dodgy, you might have unsubscribed the deal but you will be charged money. 
Secondly, they have a useless subscription called 'World Credits' which charges you more than the prevalent deals for specific countries. 
When you opt for recharge over phone, you will not be subscribed to your preferred country deal rather be parked on World Credit. You will keep talking on that useless world credit subscription which will get as it is outside the deal. 

This is a clear cut unethical practice by Rebtel and monopoly. I am waiting for a competitor to come on board to switch over soon.","star-rating count-1 size-medium clearfix"
"112","https://www.trustpilot.com/review/www.rebtel.com?page=112","outstanding and convenient way instead of phone card.","I have come to like the auto recharge system which allows free flow of phone conversation without intterruption even if one goes over the limit.","star-rating count-4 size-medium clearfix"
"42","https://www.trustpilot.com/review/www.rebtel.com?page=42","Reliable, convenient, terrific value","I've been using Rebtel for several years now and have seen its products mature into stable, world-class, reliable calling plans. They have rolled out a range of flexible calling plans and options that are not only well-suited for different users and budgets, but even the same user can change plans depending on different timeframes and locations that the user might require.","star-rating count-5 size-medium clearfix"
"68","https://www.trustpilot.com/review/www.rebtel.com?page=68","Poor customer service","I bought a recharge packet to my home country. I deactivated it because I decided to upgrade to a bigger package but this time do it manually.

I now get unauthorised deductions from my bank account twice weekly, this week 3 times. It does not show on my Rebtel account. But who deducts this them?

I wrote to Rebtel to tell them about it, but then was explained that I am not on auto recharge and the bundle of minutes I bought manually was once off.... Did they read the mail....NO!!! I know what I buy. Then I wrote them a reply from the mail that they send to me, (the mail tell me to reply to that email address).... 

I've written 5 emails to the support service.... getting no response... in the meantime... another 5 transactions agains my account!!!!

I am beyond myself. Rebtel has good pricing for where I am situated. But call are being dropped, phoning repeatedly to just finish the conversation. But their customer service is PATHETIC!!!

MY ADVICE... NEVER TAKE THE RECHAREGE OPTION!!!","star-rating count-1 size-medium clearfix"
"94","https://www.trustpilot.com/review/www.rebtel.com?page=94","Inexpensive and effective.Will continue to use Rebtel","Yes I would recommend this site to everyone.","star-rating count-5 size-medium clearfix"
"40","https://www.trustpilot.com/review/www.rebtel.com?page=40","Good system!","This is a good system for international calls and not too expensive!  I always use it to call my relatives in Cuba and it works fine.","star-rating count-4 size-medium clearfix"
"82","https://www.trustpilot.com/review/www.rebtel.com?page=82","Sometimes charges for call not picked up","A few times I have started to make a call, the phone will start to ring and act as if someone had picked up the call, then I will get charged for a minute I didn't use.","star-rating count-3 size-medium clearfix"
